会计规则ID,对象类别,对象状态,来源,去向,方式,会计政策,会计估计,会计科目,方向,金额
kaijigz1,材料、商品,未验收入库,企业外部,不适用,购入,不适用,不适用,在途物资,借,按实际支付或应支付的金额。涉及增值税进项税额的，还应进行相应的处理
